"AREA(S)","TYPE","YEAR","Total Population",
"South Canon","M","1950","1588",
"South Canon","M","1960","0",
"South Canon","M","1970","0",
"South Canon","M","1980","0",
"South Canon","M","1990","0",
"South Canon","M","2000","0",
"South Canon","M","2010","0",
"South Denver","M","1870","0",
"South Denver","M","1880","0",
"South Denver","M","1890","1491",
"South Denver","M","1900","0",
"South Denver","M","1910","0",
"South Denver","M","1920","0",
"South Denver","M","1930","0",
"South Denver","M","1940","0",
"South Denver","M","1950","0",
"South Denver","M","1960","0",
"South Denver","M","1970","0",
"South Denver","M","1980","0",
"South Denver","M","1990","0",
"South Denver","M","2000","0",
"South Denver","M","2010","0",
"South Fork","M","1870","0",
"South Fork","M","1880","0",
"South Fork","M","1890","0",
"South Fork","M","1900","0",
"South Fork","M","1910","0",
"South Fork","M","1920","0",
"South Fork","M","1930","0",
"South Fork","M","1940","0",
"South Fork","M","1950","0",
"South Fork","M","1960","0",
"South Fork","M","1970","0",
"South Fork","M","1980","0",
"South Fork","M","1990","0",
"South Fork","M","2000","604",
"South Fork","M","2010","386",
"Spencer","M","1870","0",
"Spencer","M","1880","0",
"Spencer","M","1890","0",
"Spencer","M","1900","52",
"Spencer","M","1910","0",
"Spencer","M","1920","0",
"Spencer","M","1930","0",
"Spencer","M","1940","0",
"Spencer","M","1950","0",
"Spencer","M","1960","0",
"Spencer","M","1970","0",
"Spencer","M","1980","0",
"Spencer","M","1990","0",
"Spencer","M","2000","0",
"Spencer","M","2010","0",
"Springfield","M","1870","0",
"Springfield","M","1880","0",
"Springfield","M","1890","90",
"Springfield","M","1900","44",
"Springfield","M","1910","0",
"Springfield","M","1920","295",
"Springfield","M","1930","1393",
"Springfield","M","1940","1082",
"Springfield","M","1950","2041",
"Springfield","M","1960","1791",
"Springfield","M","1970","1660",
"Springfield","M","1980","1657",
"Springfield","M","1990","1475",
"Springfield","M","2000","1562",
"Springfield","M","2010","1451",
"St. Elmo","M","1870","0",
"St. Elmo","M","1880","0",
"St. Elmo","M","1890","0",
"St. Elmo","M","1900","64",
"St. Elmo","M","1910","46",
"St. Elmo","M","1920","37",
"St. Elmo","M","1930","7",
"St. Elmo","M","1940","8",
"St. Elmo","M","1950","0",
"St. Elmo","M","1960","0",
"St. Elmo","M","1970","0",
"St. Elmo","M","1980","0",
"St. Elmo","M","1990","0",
"St. Elmo","M","2000","0",
"St. Elmo","M","2010","0",
"Starkville","M","1870","0",
"Starkville","M","1880","0",
"Starkville","M","1890","928",
"Starkville","M","1900","0",
"Starkville","M","1910","0",
"Starkville","M","1920","0",
"Starkville","M","1930","0",
"Starkville","M","1940","0",
"Starkville","M","1950","0",
"Starkville","M","1960","261",
"Starkville","M","1970","166",
"Starkville","M","1980","127",
"Starkville","M","1990","104",
"Starkville","M","2000","128",
"Starkville","M","2010","59",
"Steamboat Springs","M","1870","0",
"Steamboat Springs","M","1880","0",
"Steamboat Springs","M","1890","0",
"Steamboat Springs","M","1900","0",
"Steamboat Springs","M","1910","1227",
"Steamboat Springs","M","1920","1249",
"Steamboat Springs","M","1930","1198",
"Steamboat Springs","M","1940","1613",
"Steamboat Springs","M","1950","1913",
"Steamboat Springs","M","1960","1843",
"Steamboat Springs","M","1970","2340",
"Steamboat Springs","M","1980","5098",
"Steamboat Springs","M","1990","6695",
"Steamboat Springs","M","2000","9815",
"Steamboat Springs","M","2010","12088",
"Sterling","M","1870","0",
"Sterling","M","1880","0",
"Sterling","M","1890","540",
"Sterling","M","1900","998",
"Sterling","M","1910","3044",
"Sterling","M","1920","6415",
"Sterling","M","1930","7195",
"Sterling","M","1940","7411",
"Sterling","M","1950","7534",
"Sterling","M","1960","10751",
"Sterling","M","1970","10636",
"Sterling","M","1980","11385",
"Sterling","M","1990","10362",
"Sterling","M","2000","11360",
"Sterling","M","2010","14777",
"Stratton","M","1870","0",
"Stratton","M","1880","0",
"Stratton","M","1890","0",
"Stratton","M","1900","0",
"Stratton","M","1910","0",
"Stratton","M","1920","421",
"Stratton","M","1930","507",
"Stratton","M","1940","623",
"Stratton","M","1950","720",
"Stratton","M","1960","680",
"Stratton","M","1970","790",
"Stratton","M","1980","705",
"Stratton","M","1990","649",
"Stratton","M","2000","669",
"Stratton","M","2010","658",
"Sugar City","M","1870","0",
"Sugar City","M","1880","0",
"Sugar City","M","1890","0",
"Sugar City","M","1900","689",
"Sugar City","M","1910","808",
"Sugar City","M","1920","836",
"Sugar City","M","1930","598",
"Sugar City","M","1940","565",
"Sugar City","M","1950","527",
"Sugar City","M","1960","409",
"Sugar City","M","1970","307",
"Sugar City","M","1980","306",
"Sugar City","M","1990","252",
"Sugar City","M","2000","279",
"Sugar City","M","2010","258",
"Superior","M","1870","0",
"Superior","M","1880","0",
"Superior","M","1890","0",
"Superior","M","1900","0",
"Superior","M","1910","349",
"Superior","M","1920","233",
"Superior","M","1930","160",
"Superior","M","1940","205",
"Superior","M","1950","134",
"Superior","M","1960","173",
"Superior","M","1970","171",
"Superior","M","1980","208",
"Superior","M","1990","255",
"Superior","M","2000","9011",
"Superior","M","2010","12483",
"Swink","M","1870","0",
"Swink","M","1880","0",
"Swink","M","1890","0",
"Swink","M","1900","0",
"Swink","M","1910","310",
"Swink","M","1920","465",
"Swink","M","1930","418",
"Swink","M","1940","374",
"Swink","M","1950","336",
"Swink","M","1960","348",
"Swink","M","1970","381",
"Swink","M","1980","668",
"Swink","M","1990","584",
"Swink","M","2000","696",
"Swink","M","2010","617",
"Telluride","M","1870","0",
"Telluride","M","1880","0",
"Telluride","M","1890","766",
"Telluride","M","1900","2446",
"Telluride","M","1910","1756",
"Telluride","M","1920","1618",
"Telluride","M","1930","512",
"Telluride","M","1940","1337",
"Telluride","M","1950","1101",
"Telluride","M","1960","677",
"Telluride","M","1970","553",
"Telluride","M","1980","1047",
"Telluride","M","1990","1309",
"Telluride","M","2000","2221",
"Telluride","M","2010","2325",
"Thornton","M","1870","0",
"Thornton","M","1880","0",
"Thornton","M","1890","0",
"Thornton","M","1900","0",
"Thornton","M","1910","0",
"Thornton","M","1920","0",
"Thornton","M","1930","0",
"Thornton","M","1940","0",
"Thornton","M","1950","0",
"Thornton","M","1960","11353",
"Thornton","M","1970","13326",
"Thornton","M","1980","42054",
"Thornton","M","1990","55031",
"Thornton","M","2000","82384",
"Thornton","M","2010","118772",
"Timnath","M","1870","0",
"Timnath","M","1880","0",
"Timnath","M","1890","0",
"Timnath","M","1900","0",
"Timnath","M","1910","0",
"Timnath","M","1920","0",
"Timnath","M","1930","169",
"Timnath","M","1940","147",
"Timnath","M","1950","177",
"Timnath","M","1960","150",
"Timnath","M","1970","177",
"Timnath","M","1980","185",
"Timnath","M","1990","190",
"Timnath","M","2000","223",
"Timnath","M","2010","625",
"Trinidad","M","1870","0",
"Trinidad","M","1880","2226",
"Trinidad","M","1890","3523",
"Trinidad","M","1900","5345",
"Trinidad","M","1910","10204",
"Trinidad","M","1920","10906",
"Trinidad","M","1930","11732",
"Trinidad","M","1940","13223",
"Trinidad","M","1950","12204",
"Trinidad","M","1960","10691",
"Trinidad","M","1970","9901",
"Trinidad","M","1980","9663",
"Trinidad","M","1990","8580",
"Trinidad","M","2000","9078",
"Trinidad","M","2010","9096",
"Two Buttes","M","1870","0",
"Two Buttes","M","1880","0",
"Two Buttes","M","1890","0",
"Two Buttes","M","1900","0",
"Two Buttes","M","1910","0",
"Two Buttes","M","1920","93",
"Two Buttes","M","1930","158",
"Two Buttes","M","1940","158",
"Two Buttes","M","1950","121",
"Two Buttes","M","1960","111",
"Two Buttes","M","1970","138",
"Two Buttes","M","1980","84",
"Two Buttes","M","1990","63",
"Two Buttes","M","2000","67",
"Two Buttes","M","2010","43",
"Vail","M","1870","0",
"Vail","M","1880","0",
"Vail","M","1890","0",
"Vail","M","1900","0",
"Vail","M","1910","0",
"Vail","M","1920","0",
"Vail","M","1930","0",
"Vail","M","1940","0",
"Vail","M","1950","0",
"Vail","M","1960","0",
"Vail","M","1970","484",
"Vail","M","1980","3555",
"Vail","M","1990","3659",
"Vail","M","2000","4531",
"Vail","M","2010","5305",
"Valverde","M","1870","0",
"Valverde","M","1880","0",
"Valverde","M","1890","0",
"Valverde","M","1900","665",
"Valverde","M","1910","0",
"Valverde","M","1920","0",
"Valverde","M","1930","0",
"Valverde","M","1940","0",
"Valverde","M","1950","0",
"Valverde","M","1960","0",
"Valverde","M","1970","0",
"Valverde","M","1980","0",
"Valverde","M","1990","0",
"Valverde","M","2000","0",
"Valverde","M","2010","0",
"Victor","M","1870","0",
"Victor","M","1880","0",
"Victor","M","1890","0",
"Victor","M","1900","4986",
"Victor","M","1910","3162",
"Victor","M","1920","1777",
"Victor","M","1930","1291",
"Victor","M","1940","1784",
"Victor","M","1950","684",
"Victor","M","1960","434",
"Victor","M","1970","258",
"Victor","M","1980","265",
"Victor","M","1990","258",
"Victor","M","2000","445",
"Victor","M","2010","397",
"Vilas","M","1870","0",
"Vilas","M","1880","0",
"Vilas","M","1890","43",
"Vilas","M","1900","0",
"Vilas","M","1910","0",
"Vilas","M","1920","0",
"Vilas","M","1930","0",
"Vilas","M","1940","129",
"Vilas","M","1950","132",
"Vilas","M","1960","107",
"Vilas","M","1970","83",
"Vilas","M","1980","118",
"Vilas","M","1990","105",
"Vilas","M","2000","110",
"Vilas","M","2010","114",
"Virginia City/Tin Cup","M","1870","0",
"Virginia City/Tin Cup","M","1880","0",
"Virginia City/Tin Cup","M","1890","209",
"Virginia City/Tin Cup","M","1900","0",
"Virginia City/Tin Cup","M","1910","0",
"Virginia City/Tin Cup","M","1920","0",
"Virginia City/Tin Cup","M","1930","0",
"Virginia City/Tin Cup","M","1940","0",
"Virginia City/Tin Cup","M","1950","0",
"Virginia City/Tin Cup","M","1960","0",
"Virginia City/Tin Cup","M","1970","0",
"Virginia City/Tin Cup","M","1980","0",
"Virginia City/Tin Cup","M","1990","0",
"Virginia City/Tin Cup","M","2000","0",
"Virginia City/Tin Cup","M","2010","0",
"Vona","M","1870","0",
"Vona","M","1880","0",
"Vona","M","1890","0",
"Vona","M","1900","0",
"Vona","M","1910","0",
"Vona","M","1920","268",
"Vona","M","1930","183",
"Vona","M","1940","226",
"Vona","M","1950","209",
"Vona","M","1960","130",
"Vona","M","1970","114",
"Vona","M","1980","94",
"Vona","M","1990","104",
"Vona","M","2000","95",
"Vona","M","2010","106",
"Walden","M","1870","0",
"Walden","M","1880","0",
"Walden","M","1890","64",
"Walden","M","1900","141",
"Walden","M","1910","162",
"Walden","M","1920","260",
"Walden","M","1930","284",
"Walden","M","1940","668",
"Walden","M","1950","696",
"Walden","M","1960","809",
"Walden","M","1970","907",
"Walden","M","1980","947",
"Walden","M","1990","890",
"Walden","M","2000","734",
"Walden","M","2010","608",
"Walsenburg","M","1870","0",
"Walsenburg","M","1880","377",
"Walsenburg","M","1890","928",
"Walsenburg","M","1900","1033",
"Walsenburg","M","1910","2423",
"Walsenburg","M","1920","3565",
"Walsenburg","M","1930","5503",
"Walsenburg","M","1940","5855",
"Walsenburg","M","1950","5596",
"Walsenburg","M","1960","5071",
"Walsenburg","M","1970","4329",
"Walsenburg","M","1980","3945",
"Walsenburg","M","1990","3300",
"Walsenburg","M","2000","4182",
"Walsenburg","M","2010","3068",
"Walsh","M","1870","0",
"Walsh","M","1880","0",
"Walsh","M","1890","0",
"Walsh","M","1900","0",
"Walsh","M","1910","0",
"Walsh","M","1920","0",
"Walsh","M","1930","454",
"Walsh","M","1940","406",
"Walsh","M","1950","897",
"Walsh","M","1960","856",
"Walsh","M","1970","989",
"Walsh","M","1980","884",
"Walsh","M","1990","692",
"Walsh","M","2000","723",
"Walsh","M","2010","546",
"Ward","M","1870","0",
"Ward","M","1880","0",
"Ward","M","1890","424",
"Ward","M","1900","300",
"Ward","M","1910","129",
"Ward","M","1920","74",
"Ward","M","1930","34",
"Ward","M","1940","118",
"Ward","M","1950","10",
"Ward","M","1960","9",
"Ward","M","1970","32",
"Ward","M","1980","129",
"Ward","M","1990","159",
"Ward","M","2000","169",
"Ward","M","2010","150",
"Wellington","M","1870","0",
"Wellington","M","1880","0",
"Wellington","M","1890","0",
"Wellington","M","1900","0",
"Wellington","M","1910","459",
"Wellington","M","1920","439",
"Wellington","M","1930","533",
"Wellington","M","1940","465",
"Wellington","M","1950","541",
"Wellington","M","1960","532",
"Wellington","M","1970","691",
"Wellington","M","1980","1215",
"Wellington","M","1990","1340",
"Wellington","M","2000","2672",
"Wellington","M","2010","6289",
"Westcliffe","M","1870","0",
"Westcliffe","M","1880","0",
"Westcliffe","M","1890","192",
"Westcliffe","M","1900","256",
"Westcliffe","M","1910","232",
"Westcliffe","M","1920","338",
"Westcliffe","M","1930","335",
"Westcliffe","M","1940","429",
"Westcliffe","M","1950","390",
"Westcliffe","M","1960","306",
"Westcliffe","M","1970","243",
"Westcliffe","M","1980","324",
"Westcliffe","M","1990","312",
"Westcliffe","M","2000","417",
"Westcliffe","M","2010","568",
"Westminster","M","1870","0",
"Westminster","M","1880","0",
"Westminster","M","1890","0",
"Westminster","M","1900","0",
"Westminster","M","1910","0",
"Westminster","M","1920","235",
"Westminster","M","1930","436",
"Westminster","M","1940","534",
"Westminster","M","1950","1686",
"Westminster","M","1960","13850",
"Westminster","M","1970","19512",
"Westminster","M","1980","50211",
"Westminster","M","1990","74625",
"Westminster","M","2000","100940",
"Westminster","M","2010","106114",
"Wheat Ridge","M","1870","0",
"Wheat Ridge","M","1880","0",
"Wheat Ridge","M","1890","0",
"Wheat Ridge","M","1900","0",
"Wheat Ridge","M","1910","0",
"Wheat Ridge","M","1920","0",
"Wheat Ridge","M","1930","0",
"Wheat Ridge","M","1940","0",
"Wheat Ridge","M","1950","0",
"Wheat Ridge","M","1960","0",
"Wheat Ridge","M","1970","29778",
"Wheat Ridge","M","1980","30293",
"Wheat Ridge","M","1990","29419",
"Wheat Ridge","M","2000","32913",
"Wheat Ridge","M","2010","30166",
"White Pine","M","1870","0",
"White Pine","M","1880","0",
"White Pine","M","1890","143",
"White Pine","M","1900","69",
"White Pine","M","1910","0",
"White Pine","M","1920","0",
"White Pine","M","1930","0",
"White Pine","M","1940","0",
"White Pine","M","1950","0",
"White Pine","M","1960","0",
"White Pine","M","1970","0",
"White Pine","M","1980","0",
"White Pine","M","1990","0",
"White Pine","M","2000","0",
"White Pine","M","2010","0",
"Wiggins","M","1870","0",
"Wiggins","M","1880","0",
"Wiggins","M","1890","0",
"Wiggins","M","1900","0",
"Wiggins","M","1910","0",
"Wiggins","M","1920","0",
"Wiggins","M","1930","0",
"Wiggins","M","1940","0",
"Wiggins","M","1950","0",
"Wiggins","M","1960","0",
"Wiggins","M","1970","0",
"Wiggins","M","1980","531",
"Wiggins","M","1990","499",
"Wiggins","M","2000","838",
"Wiggins","M","2010","893",
"Wiley","M","1870","0",
"Wiley","M","1880","0",
"Wiley","M","1890","0",
"Wiley","M","1900","0",
"Wiley","M","1910","197",
"Wiley","M","1920","565",
"Wiley","M","1930","589",
"Wiley","M","1940","413",
"Wiley","M","1950","417",
"Wiley","M","1960","383",
"Wiley","M","1970","357",
"Wiley","M","1980","425",
"Wiley","M","1990","406",
"Wiley","M","2000","483",
"Wiley","M","2010","405",
"Williamsburg","M","1870","0",
"Williamsburg","M","1880","0",
"Williamsburg","M","1890","0",
"Williamsburg","M","1900","337",
"Williamsburg","M","1910","556",
"Williamsburg","M","1920","402",
"Williamsburg","M","1930","155",
"Williamsburg","M","1940","97",
"Williamsburg","M","1950","65",
"Williamsburg","M","1960","57",
"Williamsburg","M","1970","75",
"Williamsburg","M","1980","72",
"Williamsburg","M","1990","253",
"Williamsburg","M","2000","714",
"Williamsburg","M","2010","662",
"Windsor","M","1870","0",
"Windsor","M","1880","0",
"Windsor","M","1890","173",
"Windsor","M","1900","305",
"Windsor","M","1910","935",
"Windsor","M","1920","1290",
"Windsor","M","1930","1852",
"Windsor","M","1940","1811",
"Windsor","M","1950","1548",
"Windsor","M","1960","1509",
"Windsor","M","1970","1564",
"Windsor","M","1980","4277",
"Windsor","M","1990","5062",
"Windsor","M","2000","9896",
"Windsor","M","2010","18644",
"Winter Park","M","1870","0",
"Winter Park","M","1880","0",
"Winter Park","M","1890","0",
"Winter Park","M","1900","0",
"Winter Park","M","1910","0",
"Winter Park","M","1920","0",
"Winter Park","M","1930","0",
"Winter Park","M","1940","0",
"Winter Park","M","1950","0",
"Winter Park","M","1960","0",
"Winter Park","M","1970","0",
"Winter Park","M","1980","480",
"Winter Park","M","1990","528",
"Winter Park","M","2000","662",
"Winter Park","M","2010","999",
"Woodland Park","M","1870","0",
"Woodland Park","M","1880","0",
"Woodland Park","M","1890","0",
"Woodland Park","M","1900","269",
"Woodland Park","M","1910","163",
"Woodland Park","M","1920","125",
"Woodland Park","M","1930","194",
"Woodland Park","M","1940","372",
"Woodland Park","M","1950","391",
"Woodland Park","M","1960","666",
"Woodland Park","M","1970","1022",
"Woodland Park","M","1980","2634",
"Woodland Park","M","1990","4610",
"Woodland Park","M","2000","6515",
"Woodland Park","M","2010","7200",
"Wray","M","1870","0",
"Wray","M","1880","0",
"Wray","M","1890","125",
"Wray","M","1900","271",
"Wray","M","1910","1000",
"Wray","M","1920","1538",
"Wray","M","1930","1785",
"Wray","M","1940","2061",
"Wray","M","1950","2198",
"Wray","M","1960","2082",
"Wray","M","1970","1953",
"Wray","M","1980","2131",
"Wray","M","1990","1998",
"Wray","M","2000","2187",
"Wray","M","2010","2342",
"Yampa","M","1870","0",
"Yampa","M","1880","0",
"Yampa","M","1890","0",
"Yampa","M","1900","0",
"Yampa","M","1910","332",
"Yampa","M","1920","200",
"Yampa","M","1930","310",
"Yampa","M","1940","426",
"Yampa","M","1950","421",
"Yampa","M","1960","312",
"Yampa","M","1970","286",
"Yampa","M","1980","472",
"Yampa","M","1990","317",
"Yampa","M","2000","443",
"Yampa","M","2010","429",
"Yuma","M","1870","0",
"Yuma","M","1880","0",
"Yuma","M","1890","241",
"Yuma","M","1900","139",
"Yuma","M","1910","333",
"Yuma","M","1920","1177",
"Yuma","M","1930","1360",
"Yuma","M","1940","1606",
"Yuma","M","1950","1908",
"Yuma","M","1960","1919",
"Yuma","M","1970","2259",
"Yuma","M","1980","2824",
"Yuma","M","1990","2719",
"Yuma","M","2000","3285",
"Yuma","M","2010","3524",
"Erie","M","1880","358",
"City of Castle Pines","M","1870","0",
